ID,Platte,Library,Barcode,BGI_Sample,ID...6,Location,organ,age,sex,sample_id,Sample_loc,Name
Marrow_19-m-18,P10,VW45,13,Marrow_19,Marrow_19-m-18,E11,Marrow,18,m,Marrow_19-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_19/V350028439_L03_13_1.fq.gz,Marrow_19-m-18
Skin_34-f-18,P10,VW45,15,Skin_34,Skin_34-f-18,G11,Skin,18,f,Skin_34-f-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_34/V350028439_L03_15_1.fq.gz,Skin_34-f-18
Small_Intestine_19-f-18,P10,VW45,16,Small_Intestine_19,Small_Intestine_19-f-18,H11,Small_Intestine,18,f,Small_Intestine_19-f-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_19/V350028439_L03_16_1.fq.gz,Small_Intestine_19-f-18
Heart_32-f-15,P10,VW45,1,Heart_32,Heart_32-f-15,A11,Heart,15,f,Heart_32-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_32/V350028439_L03_1_1.fq.gz,Heart_32-f-15
Marrow_46-f-6,P10,VW45,25,Marrow_46,Marrow_46-f-6,A12,Marrow,6,f,Marrow_46-f-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_46/V350028439_L03_25_1.fq.gz,Marrow_46-f-6
Pancreas_30-m-12,P10,VW45,26,Pancreas_30,Pancreas_30-m-12,B12,Pancreas,12,m,Pancreas_30-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_30/V350028439_L03_26_1.fq.gz,Pancreas_30-m-12
Brain_27-m-15,P10,VW45,28,Brain_27,Brain_27-m-15,D12,Brain,15,m,Brain_27-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_27/V350028439_L03_28_1.fq.gz,Brain_27-m-15
Bone_28-f-1,P10,VW45,29,Bone_28,Bone_28-f-1,E12,Bone,1,f,Bone_28-f-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_28/V350028439_L03_29_1.fq.gz,Bone_28-f-1
Kidney_21-m-15,P10,VW45,2,Kidney_21,Kidney_21-m-15,B11,Kidney,15,m,Kidney_21-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_21/V350028439_L03_2_1.fq.gz,Kidney_21-m-15
Lung_33-f-3,P10,VW45,30,Lung_33,Lung_33-f-3,F12,Lung,3,f,Lung_33-f-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_33/V350028439_L03_30_1.fq.gz,Lung_33-f-3
Liver_20-m-3,P10,VW45,31,Liver_20,Liver_20-m-3,G12,Liver,3,m,Liver_20-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_20/V350028439_L03_31_1.fq.gz,Liver_20-m-3
Limb_Muscle_29-m-9,P10,VW45,32,Limb_Muscle_29,Limb_Muscle_29-m-9,H12,Limb_Muscle,9,m,Limb_Muscle_29-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_29/V350028439_L03_32_1.fq.gz,Limb_Muscle_29-m-9
Spleen_22-m-9,P10,VW45,3,Spleen_22,Spleen_22-m-9,C11,Spleen,9,m,Spleen_22-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_22/V350028439_L03_3_1.fq.gz,Spleen_22-m-9
Marrow_26-f-3,P10,VW45,4,Marrow_26,Marrow_26-f-3,D11,Marrow,3,f,Marrow_26-f-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_26/V350028439_L03_4_1.fq.gz,Marrow_26-f-3
Pancreas_41-f-15,P11,VW46,13,Pancreas_41,Pancreas_41-f-15,E1,Pancreas,15,f,Pancreas_41-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_41/V350028439_L04_13_1.fq.gz,Pancreas_41-f-15
Skin_35-f-3,P11,VW46,14,Skin_35,Skin_35-f-3,F1,Skin,3,f,Skin_35-f-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_35/V350028439_L04_14_1.fq.gz,Skin_35-f-3
Limb_Muscle_36-m-15,P11,VW46,15,Limb_Muscle_36,Limb_Muscle_36-m-15,G1,Limb_Muscle,15,m,Limb_Muscle_36-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_36/V350028439_L04_15_1.fq.gz,Limb_Muscle_36-m-15
Brain_38-f-12,P11,VW46,16,Brain_38,Brain_38-f-12,H1,Brain,12,f,Brain_38-f-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_38/V350028439_L04_16_1.fq.gz,Brain_38-f-12
Small_Intestine_43-m-18,P11,VW46,25,Small_Intestine_43,Small_Intestine_43-m-18,A2,Small_Intestine,18,m,Small_Intestine_43-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_43/V350028439_L04_25_1.fq.gz,Small_Intestine_43-m-18
Lung_42-m-27,P11,VW46,26,Lung_42,Lung_42-m-27,B2,Lung,27,m,Lung_42-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_42/V350028439_L04_26_1.fq.gz,Lung_42-m-27
Marrow_34-f-18,P11,VW46,27,Marrow_34,Marrow_34-f-18,C2,Marrow,18,f,Marrow_34-f-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_34/V350028439_L04_27_1.fq.gz,Marrow_34-f-18
Marrow_27-m-15,P11,VW46,28,Marrow_27,Marrow_27-m-15,D2,Marrow,15,m,Marrow_27-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_27/V350028439_L04_28_1.fq.gz,Marrow_27-m-15
Liver_44-m-18,P11,VW46,29,Liver_44,Liver_44-m-18,E2,Liver,18,m,Liver_44-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_44/V350028439_L04_29_1.fq.gz,Liver_44-m-18
Bone_29-m-6,P11,VW46,2,Bone_29,Bone_29-m-6,B1,Bone,6,m,Bone_29-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_29/V350028439_L04_2_1.fq.gz,Bone_29-m-6
Lung_48-f-15,P11,VW46,30,Lung_48,Lung_48-f-15,F2,Lung,15,f,Lung_48-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_48/V350028439_L04_30_1.fq.gz,Lung_48-f-15
Pancreas_43-m-1,P11,VW46,31,Pancreas_43,Pancreas_43-m-1,G2,Pancreas,1,m,Pancreas_43-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_43/V350028439_L04_31_1.fq.gz,Pancreas_43-m-1
Spleen_23-m-1,P11,VW46,32,Spleen_23,Spleen_23-m-1,H2,Spleen,1,m,Spleen_23-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_23/V350028439_L04_32_1.fq.gz,Spleen_23-m-1
Lung_41-m-6,P11,VW46,3,Lung_41,Lung_41-m-6,C1,Lung,6,m,Lung_41-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_41/V350028439_L04_3_1.fq.gz,Lung_41-m-6
Heart_39-m-1,P11,VW46,4,Heart_39,Heart_39-m-1,D1,Heart,1,m,Heart_39-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_39/V350028439_L04_4_1.fq.gz,Heart_39-m-1
Small_Intestine_42-m-24,P11,VW47,13,Small_Intestine_42,Small_Intestine_42-m-24,E3,Small_Intestine,24,m,Small_Intestine_42-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_42/V350028441_L01_13_1.fq.gz,Small_Intestine_42-m-24
Pancreas_40-f-6,P11,VW47,14,Pancreas_40,Pancreas_40-f-6,F3,Pancreas,6,f,Pancreas_40-f-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_40/V350028441_L01_14_1.fq.gz,Pancreas_40-f-6
Marrow_28-m-6,P11,VW47,15,Marrow_28,Marrow_28-m-6,G3,Marrow,6,m,Marrow_28-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_28/V350028441_L01_15_1.fq.gz,Marrow_28-m-6
Spleen_24-m-1,P11,VW47,16,Spleen_24,Spleen_24-m-1,H3,Spleen,1,m,Spleen_24-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_24/V350028441_L01_16_1.fq.gz,Spleen_24-m-1
Bone_31-m-21,P11,VW47,1,Bone_31,Bone_31-m-21,A3,Bone,21,m,Bone_31-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_31/V350028441_L01_1_1.fq.gz,Bone_31-m-21
Skin_45-m-1,P11,VW47,25,Skin_45,Skin_45-m-1,A4,Skin,1,m,Skin_45-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_45/V350028441_L01_25_1.fq.gz,Skin_45-m-1
Marrow_33-m-18,P11,VW47,26,Marrow_33,Marrow_33-m-18,B4,Marrow,18,m,Marrow_33-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_33/V350028441_L01_26_1.fq.gz,Marrow_33-m-18
Marrow_35-m-1,P11,VW47,27,Marrow_35,Marrow_35-m-1,C4,Marrow,1,m,Marrow_35-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_35/V350028441_L01_27_1.fq.gz,Marrow_35-m-1
Lung_39-m-3,P11,VW47,29,Lung_39,Lung_39-m-3,E4,Lung,3,m,Lung_39-m-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_39/V350028441_L01_29_1.fq.gz,Lung_39-m-3
Brain_37-m-27,P11,VW47,30,Brain_37,Brain_37-m-27,F4,Brain,27,m,Brain_37-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_37/V350028441_L01_30_1.fq.gz,Brain_37-m-27
Heart_37-f-12,P11,VW47,31,Heart_37,Heart_37-f-12,G4,Heart,12,f,Heart_37-f-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_37/V350028441_L01_31_1.fq.gz,Heart_37-f-12
Liver_45-m-27,P11,VW47,32,Liver_45,Liver_45-m-27,H4,Liver,27,m,Liver_45-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_45/V350028441_L01_32_1.fq.gz,Liver_45-m-27
Limb_Muscle_37-m-27,P11,VW47,3,Limb_Muscle_37,Limb_Muscle_37-m-27,C3,Limb_Muscle,27,m,Limb_Muscle_37-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_37/V350028441_L01_3_1.fq.gz,Limb_Muscle_37-m-27
Skin_37-m-1,P11,VW47,4,Skin_37,Skin_37-m-1,D3,Skin,1,m,Skin_37-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_37/V350028441_L01_4_1.fq.gz,Skin_37-m-1
Bone_32-m-1,P11,VW48,13,Bone_32,Bone_32-m-1,E5,Bone,1,m,Bone_32-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_32/V350028441_L02_13_1.fq.gz,Bone_32-m-1
Skin_38-m-6,P11,VW48,14,Skin_38,Skin_38-m-6,F5,Skin,6,m,Skin_38-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_38/V350028441_L02_14_1.fq.gz,Skin_38-m-6
Small_Intestine_41-m-1,P11,VW48,15,Small_Intestine_41,Small_Intestine_41-m-1,G5,Small_Intestine,1,m,Small_Intestine_41-m-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_41/V350028441_L02_15_1.fq.gz,Small_Intestine_41-m-1
Limb_Muscle_38-m-9,P11,VW48,16,Limb_Muscle_38,Limb_Muscle_38-m-9,H5,Limb_Muscle,9,m,Limb_Muscle_38-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Limb_Muscle_38/V350028441_L02_16_1.fq.gz,Limb_Muscle_38-m-9
Pancreas_39-m-12,P11,VW48,1,Pancreas_39,Pancreas_39-m-12,A5,Pancreas,12,m,Pancreas_39-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_39/V350028441_L02_1_1.fq.gz,Pancreas_39-m-12
Marrow_36-m-12,P11,VW48,25,Marrow_36,Marrow_36-m-12,A6,Marrow,12,m,Marrow_36-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_36/V350028441_L02_25_1.fq.gz,Marrow_36-m-12
Brain_36-m-24,P11,VW48,26,Brain_36,Brain_36-m-24,B6,Brain,24,m,Brain_36-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_36/V350028441_L02_26_1.fq.gz,Brain_36-m-24
Lung_47-m-6,P11,VW48,27,Lung_47,Lung_47-m-6,C6,Lung,6,m,Lung_47-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_47/V350028441_L02_27_1.fq.gz,Lung_47-m-6
Skin_46-m-15,P11,VW48,28,Skin_46,Skin_46-m-15,D6,Skin,15,m,Skin_46-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_46/V350028441_L02_28_1.fq.gz,Skin_46-m-15
Lung_37-f-6,P11,VW48,29,Lung_37,Lung_37-f-6,E6,Lung,6,f,Lung_37-f-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_37/V350028441_L02_29_1.fq.gz,Lung_37-f-6
Spleen_25-m-9,P11,VW48,2,Spleen_25,Spleen_25-m-9,B5,Spleen,9,m,Spleen_25-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_25/V350028441_L02_2_1.fq.gz,Spleen_25-m-9
Heart_49-f-6,P11,VW48,30,Heart_49,Heart_49-f-6,F6,Heart,6,f,Heart_49-f-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_49/V350028441_L02_30_1.fq.gz,Heart_49-f-6
Brain_39-m-12,P11,VW48,31,Brain_39,Brain_39-m-12,G6,Brain,12,m,Brain_39-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_39/V350028441_L02_31_1.fq.gz,Brain_39-m-12
Pancreas_42-f-9,P11,VW48,32,Pancreas_42,Pancreas_42-f-9,H6,Pancreas,9,f,Pancreas_42-f-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_42/V350028441_L02_32_1.fq.gz,Pancreas_42-f-9
Marrow_29-m-21,P11,VW48,4,Marrow_29,Marrow_29-m-21,D5,Marrow,21,m,Marrow_29-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_29/V350028441_L02_4_1.fq.gz,Marrow_29-m-21
Lung_35-m-18,P11,VW50,14,Lung_35,Lung_35-m-18,F9,Lung,18,m,Lung_35-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Lung_35/V350028441_L03_14_1.fq.gz,Lung_35-m-18
Small_Intestine_38-m-9,P11,VW50,15,Small_Intestine_38,Small_Intestine_38-m-9,G9,Small_Intestine,9,m,Small_Intestine_38-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_38/V350028441_L03_15_1.fq.gz,Small_Intestine_38-m-9
Spleen_37-f-1,P11,VW50,16,Spleen_37,Spleen_37-f-1,H9,Spleen,1,f,Spleen_37-f-1,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_37/V350028441_L03_16_1.fq.gz,Spleen_37-f-1
Heart_35-m-6,P11,VW50,1,Heart_35,Heart_35-m-6,A9,Heart,6,m,Heart_35-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_35/V350028441_L03_1_1.fq.gz,Heart_35-m-6
Brain_34-f-3,P11,VW50,25,Brain_34,Brain_34-f-3,A10,Brain,3,f,Brain_34-f-3,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_34/V350028441_L03_25_1.fq.gz,Brain_34-f-3
Skin_40-m-9,P11,VW50,26,Skin_40,Skin_40-m-9,B10,Skin,9,m,Skin_40-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_40/V350028441_L03_26_1.fq.gz,Skin_40-m-9
Bone_34-m-27,P11,VW50,27,Bone_34,Bone_34-m-27,C10,Bone,27,m,Bone_34-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_34/V350028441_L03_27_1.fq.gz,Bone_34-m-27
Bone_39-m-6,P11,VW50,28,Bone_39,Bone_39-m-6,D10,Bone,6,m,Bone_39-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_39/V350028441_L03_28_1.fq.gz,Bone_39-m-6
Brain_41-m-15,P11,VW50,29,Brain_41,Brain_41-m-15,E10,Brain,15,m,Brain_41-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_41/V350028441_L03_29_1.fq.gz,Brain_41-m-15
Small_Intestine_46-m-12,P11,VW50,2,Small_Intestine_46,Small_Intestine_46-m-12,B9,Small_Intestine,12,m,Small_Intestine_46-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_46/V350028441_L03_2_1.fq.gz,Small_Intestine_46-m-12
Spleen_42-m-18,P11,VW50,30,Spleen_42,Spleen_42-m-18,F10,Spleen,18,m,Spleen_42-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_42/V350028441_L03_30_1.fq.gz,Spleen_42-m-18
Small_Intestine_44-m-21,P11,VW50,31,Small_Intestine_44,Small_Intestine_44-m-21,G10,Small_Intestine,21,m,Small_Intestine_44-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_44/V350028441_L03_31_1.fq.gz,Small_Intestine_44-m-21
Pancreas_37-f-12,P11,VW50,32,Pancreas_37,Pancreas_37-f-12,H10,Pancreas,12,f,Pancreas_37-f-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_37/V350028441_L03_32_1.fq.gz,Pancreas_37-f-12
Marrow_31-m-24,P11,VW50,3,Marrow_31,Marrow_31-m-24,C9,Marrow,24,m,Marrow_31-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_31/V350028441_L03_3_1.fq.gz,Marrow_31-m-24
Liver_38-m-15,P11,VW50,4,Liver_38,Liver_38-m-15,D9,Liver,15,m,Liver_38-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_38/V350028441_L03_4_1.fq.gz,Liver_38-m-15
Spleen_39-m-9,P11,VW51,13,Spleen_39,Spleen_39-m-9,E11,Spleen,9,m,Spleen_39-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_39/V350028441_L04_13_1.fq.gz,Spleen_39-m-9
Heart_36-m-12,P11,VW51,16,Heart_36,Heart_36-m-12,H11,Heart,12,m,Heart_36-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_36/V350028441_L04_16_1.fq.gz,Heart_36-m-12
Liver_40-m-15,P11,VW51,1,Liver_40,Liver_40-m-15,A11,Liver,15,m,Liver_40-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_40/V350028441_L04_1_1.fq.gz,Liver_40-m-15
Bone_41-m-27,P11,VW51,25,Bone_41,Bone_41-m-27,A12,Bone,27,m,Bone_41-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_41/V350028441_L04_25_1.fq.gz,Bone_41-m-27
Brain_40-m-6,P11,VW51,26,Brain_40,Brain_40-m-6,B12,Brain,6,m,Brain_40-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_40/V350028441_L04_26_1.fq.gz,Brain_40-m-6
Spleen_40-m-24,P11,VW51,27,Spleen_40,Spleen_40-m-24,C12,Spleen,24,m,Spleen_40-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_40/V350028441_L04_27_1.fq.gz,Spleen_40-m-24
Small_Intestine_37-f-21,P11,VW51,28,Small_Intestine_37,Small_Intestine_37-f-21,D12,Small_Intestine,21,f,Small_Intestine_37-f-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_37/V350028441_L04_28_1.fq.gz,Small_Intestine_37-f-21
Skin_43-m-6,P11,VW51,29,Skin_43,Skin_43-m-6,E12,Skin,6,m,Skin_43-m-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_43/V350028441_L04_29_1.fq.gz,Skin_43-m-6
Marrow_32-m-12,P11,VW51,2,Marrow_32,Marrow_32-m-12,B11,Marrow,12,m,Marrow_32-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Marrow_32/V350028441_L04_2_1.fq.gz,Marrow_32-m-12
Brain_33-f-9,P11,VW51,30,Brain_33,Brain_33-f-9,F12,Brain,9,f,Brain_33-f-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_33/V350028441_L04_30_1.fq.gz,Brain_33-f-9
MAT_44-f-6,P11,VW51,31,MAT_44,MAT_44-f-6,G12,MAT,6,f,MAT_44-f-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_44/V350028441_L04_31_1.fq.gz,MAT_44-f-6
Bone_36-f-6,P11,VW51,32,Bone_36,Bone_36-f-6,H12,Bone,6,f,Bone_36-f-6,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_36/V350028441_L04_32_1.fq.gz,Bone_36-f-6
Spleen_41-m-12,P11,VW51,3,Spleen_41,Spleen_41-m-12,C11,Spleen,12,m,Spleen_41-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Spleen_41/V350028441_L04_3_1.fq.gz,Spleen_41-m-12
Small_Intestine_47-m-12,P11,VW51,4,Small_Intestine_47,Small_Intestine_47-m-12,D11,Small_Intestine,12,m,Small_Intestine_47-m-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_47/V350028441_L04_4_1.fq.gz,Small_Intestine_47-m-12
MAT_11-m-18,P5,VW17,13,MAT_11,MAT_11-m-18,E5,MAT,18,m,MAT_11-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/MAT_11/V350028457_L01_13_1.fq.gz,MAT_11-m-18
BAT_10-m-15,P5,VW17,14,BAT_10,BAT_10-m-15,F5,BAT,15,m,BAT_10-m-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/BAT_10/V350028457_L01_14_1.fq.gz,BAT_10-m-15
Liver_27-f-12,P5,VW17,15,Liver_27,Liver_27-f-12,G5,Liver,12,f,Liver_27-f-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Liver_27/V350028457_L01_15_1.fq.gz,Liver_27-f-12
SCAT_11-m-18,P5,VW17,16,SCAT_11,SCAT_11-m-18,H5,SCAT,18,m,SCAT_11-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/SCAT_11/V350028457_L01_16_1.fq.gz,SCAT_11-m-18
Brain_6-m-9,P5,VW17,1,Brain_06,Brain_6-m-9,A5,Brain,9,m,Brain_6-m-9,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Brain_06/V350028457_L01_1_1.fq.gz,Brain_6-m-9
Small_Intestine_9-f-12,P5,VW17,25,Small_Intestine_09,Small_Intestine_9-f-12,A6,Small_Intestine,12,f,Small_Intestine_9-f-12,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Small_Intestine_09/V350028457_L01_25_1.fq.gz,Small_Intestine_9-f-12
Skin_11-m-18,P5,VW17,26,Skin_11,Skin_11-m-18,B6,Skin,18,m,Skin_11-m-18,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Skin_11/V350028457_L01_26_1.fq.gz,Skin_11-m-18
Pancreas_19-m-27,P5,VW17,27,Pancreas_19,Pancreas_19-m-27,C6,Pancreas,27,m,Pancreas_19-m-27,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Pancreas_19/V350028457_L01_27_1.fq.gz,Pancreas_19-m-27
Bone_4-f-15,P5,VW17,29,Bone_04,Bone_4-f-15,E6,Bone,15,f,Bone_4-f-15,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Bone_04/V350028457_L01_29_1.fq.gz,Bone_4-f-15
Kidney_38-m-21,P5,VW17,2,Kidney_38,Kidney_38-m-21,B5,Kidney,21,m,Kidney_38-m-21,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Kidney_38/V350028457_L01_2_1.fq.gz,Kidney_38-m-21
GAT_4-m-24,P5,VW17,30,GAT_04,GAT_4-m-24,F6,GAT,24,m,GAT_4-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/GAT_04/V350028457_L01_30_1.fq.gz,GAT_4-m-24
Heart_6-m-24,P5,VW17,31,Heart_06,Heart_6-m-24,G6,Heart,24,m,Heart_6-m-24,/share/data/miRNA/projects/maca_viktoria/F21KTSEUHT0553-01_LIBhugmR/Heart_06/V350028457_L01_31_1.fq.gz,Heart_6-m-24
